"","Hw","Q.Hw"
"1",0.807828607341821,-0.301775386518875
"2",0.81751560598771,2.95178652924792
"3",0.810369503776266,1.09703551834441
"4",0.808562505005696,0.689077800536648
"5",0.803911247824184,-0.172788382059532
"6",0.773096631054238,-2.75045867790977
"7",0.793316391342582,1.43970564507359
"8",0.790267655215869,-1.89818676065062
"9",0.785659658186702,-2.83375438123772
"10",0.823392428206511,4.13400257504422
"11",0.802309277940778,0.796319157902433
"12",0.783373018035282,-1.64509279339278
"13",0.772066372477849,-3.75191977749737
"14",0.80369473587689,-0.736894078443417
"15",0.816195192027686,2.54807596617841
"16",0.79834554690422,1.2222788999864
"17",0.814439378389612,2.51092976473828
"18",0.811344525905429,0.737299836862292
"19",0.781104752768976,-2.91941916970147
"20",0.798947542460697,-0.0354200967881932
"21",0.796501209192095,1.64600939303146
"22",0.799754102410032,-0.363975336082139
"23",0.816322566780751,0.235208168078294
"24",0.816040789259135,2.59813026323311
"25",0.812060444372286,0.870639670703861
"26",0.804457249940633,-0.403166588120237
"27",0.781985033840366,-1.2958969713305
"28",0.8014076915121,1.22109874405264
"29",0.77247582683423,-3.81266105744759
"30",0.80127182834616,0.679584386456224
"31",0.780800165083607,-1.4186788350544
"32",0.80957494169421,0.591300895397764
"33",0.809162055515864,0.0513676309629985
"34",0.768670808535227,-2.10567723498075
"35",0.750978791261688,-1.80464920288676
"36",0.798650070846906,-0.453686682619536
"37",0.772738079415862,-3.5087651477006
"38",0.805806751133519,-1.22402209665436
"39",0.826785410529478,4.52090130425346
"40",0.775437763153637,-2.95329735650717
"41",0.803312078391138,1.8499012430408
"42",0.774618840579766,-2.31306211184596
"43",0.81655843888898,-0.0816538413885845
"44",0.813668620657949,0.73323898327235
"45",0.831668855867594,3.05230808698522
"46",0.80133525300519,-0.0433861305943541
"47",0.798280235642197,0.646235241541244
"48",0.816268445582506,0.694487076197275
"49",0.774825408498366,-3.39474541907584
"50",0.819904692569999,3.88392990012448
"51",0.781442599310873,-2.95858975304225
"52",0.814290967747753,0.495876707579731
"53",0.805636147734648,0.94367356962003
"54",0.824258446484198,3.16478444127349
"55",0.82731852086925,3.63426432296994
"56",0.809243160872099,2.74875766784338
"57",0.803444770320336,-1.40108712592687
"58",0.821102796810886,1.02129852568808
"59",0.785310353352735,-1.04271875555352
"60",0.79029462544988,0.781301138554088
"61",0.763474314449106,-2.88776003683024
"62",0.778469173601228,-2.39003604194653
"63",0.789244238879735,-0.132970687448474
"64",0.772292901065858,-1.90560092025865
"65",0.805175159392442,-0.083286053986257
"66",0.79676791466749,-0.563149590757153
"67",0.761777538982726,-4.55514335820047
"68",0.804226807370717,-1.62272412381126
"69",0.814444160152361,1.57407165781688
"70",0.771450306010646,-2.65178188507278
"71",0.790030914349976,-1.74425484953211
"72",0.787930612496077,-1.59603622896974
"73",0.793287805958443,0.113369788727485
"74",0.805632879276289,0.104471965896647
"75",0.786265310109445,-2.04892259628972
"76",0.787351480194781,-1.49297183148265
"77",0.803300573696215,0.978156555559472
"78",0.812905086661932,-1.36823304702986
"79",0.783167838163102,-3.21065110082291
"80",0.777779858090586,-2.05708460793542
"81",0.807240022275382,0.149901483205039
"82",0.77433829899021,-2.70840923965742
"83",0.787153736222365,-2.4543663368828
"84",0.81886997139614,2.97114096670656
"85",0.833071889251086,4.29267852296128
"86",0.806697482109448,-0.694180833474163
"87",0.826548345124525,1.69300918976399
"88",0.832521069892619,5.68070037243961
"89",0.82092355978549,2.43209226486969
"90",0.802159129261391,0.108530818843132
"91",0.771835585690199,-2.72131011745516
"92",0.793419101720396,-1.89300242961578
"93",0.814404876733101,0.810252541644127
"94",0.804840633599589,0.556914589467415
"95",0.780660953568177,-0.750370632821532
"96",0.819860767765641,2.38181633897331
"97",0.791547125532849,-0.530344721511786
"98",0.806467032526496,0.581730153410436
"99",0.811694374096358,3.70450096488175
"100",0.781819344033561,-3.12612393058973
"101",0.805301643282893,1.15321909111449
"102",0.801776753869154,1.67195153430366
"103",0.817079205883117,2.58754433232116
"104",0.802616315809495,-1.73444018615399
"105",0.818361911923839,2.92870085446084
"106",0.799453301179271,1.57229249806371
"107",0.814068620715083,1.26558890462384
"108",0.790070365831615,-1.8709515759948
"109",0.772933522382471,-4.74319420066879
"110",0.802134283457122,0.10591512931823
"111",0.815472348608953,2.42978221418999
"112",0.808715700878833,2.89272646041192
"113",0.792890408167742,-1.23665073722176
"114",0.817136064339015,2.0011667978606
"115",0.80927265814637,0.0982520462708413
"116",0.789938652480262,-0.434845495442481
"117",0.774788880984147,-3.18683577767127
"118",0.773185204250012,-1.48528816534718
"119",0.804430195140467,0.181420090850874
"120",0.795176623581927,-1.64532124559712
"121",0.804267618074193,-0.38770501112015
"122",0.782706738954981,-0.817422425578199
"123",0.791239812043178,-0.522109341480464
"124",0.796746061590016,-0.753367431166487
"125",0.799947369420208,0.62473378569792
"126",0.815141361113339,1.60581464475215
"127",0.795176321804497,-0.976353213649807
"128",0.783976907678529,-1.82491446170496
"129",0.798166750146785,-0.572180912119222
"130",0.80675137798094,-0.665723439629545
"131",0.80434053433273,0.435393520422055
"132",0.806543604175947,1.32486192516772
"133",0.816158518804649,2.54361508698032
"134",0.809919642176488,0.786510957484378
"135",0.80257041270945,-1.19689737573449
