"","Country","Station","Status","From","To","Length","Missing"
"station_info","sydafrika","bloemfontein","OK","1959","2010","52","2"
"station_info","sydafrika","calvinia","OK","1941","2010","70","15"
"station_info","sydafrika","cape_town","OK","1901","1993","93","1"
"station_info","sydafrika","durban","OK","1959","2010","52","2"
"station_info","sydafrika","east_london","OK","1959","2010","52","2"
"station_info","sydafrika","johannesburg_jan_smuts","ERROR","NA","NA","NA","NA"
"station_info","sydafrika","kimberley","OK","1959","2010","52","3"
"station_info","sydafrika","pietersburg","OK","1959","2010","52","2"
"station_info","sydafrika","port_elisabeth","OK","1959","2010","52","2"
"station_info","sydafrika","pretoria","OK","1949","2010","62","2"
"station_info","sydafrika","upington","OK","1940","2010","71","2"
"station_info","syria","aleppo","OK","1960","2009","50","2"
"station_info","syria","damascus","OK","1960","2009","50","5"
"station_info","syria","lattakia","OK","1960","2009","50","8"
"station_info","syria","palmyra","OK","1960","2009","50","2"
"station_info","tanzania","dar_es_salam","OK","1950","2010","61","7"
"station_info","tanzania","tabora","OK","1950","2010","61","15"
"station_info","thailand","aranyaprathet","OK","1951","2012","62","5"
"station_info","thailand","bangkok","OK","1917","2012","96","2"
"station_info","thailand","chanthaburi","OK","1949","2012","64","1"
"station_info","thailand","chiang_mai","OK","1949","2012","64","10"
"station_info","thailand","chumphon","OK","1949","2012","64","1"
"station_info","thailand","nakhon_ratscha","OK","1949","2012","64","2"
"station_info","thailand","nakhon_sawan","OK","1939","2012","74","6"
"station_info","thailand","phitsanulok","OK","1949","2012","64","2"
"station_info","thailand","prachuap_khir","OK","1949","2012","64","3"
"station_info","thailand","songkhla","OK","1951","2012","62","4"
"station_info","thailand","udon_thani","OK","1949","2012","64","3"
"station_info","tsjekkia","brno","OK","1951","2010","60","1"
"station_info","tsjekkia","ostrava","OK","1950","2010","61","2"
"station_info","tsjekkia","praha3","OK","1881","2006","126","9"
"station_info","tsjekkia","praha_klementine","OK","1775","2005","231","0"
"station_info","tsjekkia","praha_ruzyne","OK","1881","2010","130","10"
"station_info","tsjekkia","praha","OK","1775","2005","231","1"
"station_info","tunis","gabes","OK","1949","2010","62","4"
"station_info","tunis","tunis","OK","1887","2010","124","18"
"station_info","turkmenistan","bajram_ali","ERROR","NA","NA","NA","NA"
"station_info","tyrkia","ankara","ERROR","NA","NA","NA","NA"
"station_info","tyrkia","balekesir","OK","1961","2010","50","4"
"station_info","tyrkia","bursa","OK","1949","2010","62","1"
"station_info","tyrkia","corum","OK","1961","2010","50","1"
"station_info","tyrkia","diyarbakir","OK","1960","2010","51","2"
"station_info","tyrkia","edirne","OK","1929","2010","82","1"
"station_info","tyrkia","erzincam","OK","1960","2007","48","2"
"station_info","tyrkia","erzinkam","OK","1960","2010","51","2"
"station_info","tyrkia","giresund","OK","1961","2010","50","1"
"station_info","tyrkia","isparta","OK","1960","2010","51","2"
"station_info","tyrkia","istanbul","ERROR","NA","NA","NA","NA"
"station_info","tyrkia","kars","OK","1961","2010","50","1"
"station_info","tyrkia","konya","OK","1960","2010","51","5"
"station_info","tyrkia","muglo","OK","1949","2010","62","1"
"station_info","tyrkia","nigde","OK","1961","2010","50","1"
"station_info","tyrkia","samsun","OK","1960","2007","48","2"
"station_info","tyrkia","sivas","OK","1960","2010","51","2"
"station_info","tyrkia","sumsun","OK","1960","2010","51","2"
"station_info","tyrkia","usak","OK","1961","2010","50","3"
"station_info","tyrkia","van","OK","1960","2010","51","5"
"station_info","tyskland","aachen_orsbach","ERROR","NA","NA","NA","NA"
"station_info","tyskland","aachen","OK","1891","2012","122","16"
"station_info","tyskland","augsburg","OK","1947","2012","66","0"
"station_info","tyskland","bamberg","OK","1879","2012","134","0"
"station_info","tyskland","berlin","OK","1701","2012","312","29"
"station_info","tyskland","bocken","ERROR","NA","NA","NA","NA"
"station_info","tyskland","borcken","ERROR","NA","NA","NA","NA"
"station_info","tyskland","bremen","OK","1890","2012","123","2"
"station_info","tyskland","brocken","OK","1947","2012","66","0"
"station_info","tyskland","dresden_klotzsche","OK","1917","2012","96","0"
"station_info","tyskland","dusseldorf","OK","1970","2012","43","0"
"station_info","tyskland","emden","OK","1994","2012","19","4"
"station_info","tyskland","erfurt_bindersleben","OK","1951","2012","61","0"
"station_info","tyskland","fehmarn","OK","1996","2012","17","1"
"station_info","tyskland","fichtelberg","OK","1949","2012","64","0"
"station_info","tyskland","frankfurt","OK","1757","2012","256","53"
"station_info","tyskland","fritzlar","OK","2000","2012","13","1"
"station_info","tyskland","gorlitz","OK","1947","2012","66","0"
"station_info","tyskland","greifswald","OK","1947","2012","66","27"
"station_info","tyskland","hamburg","OK","1891","2012","122","0"
"station_info","tyskland","hannover","OK","1856","2012","157","8"
"station_info","tyskland","helgoland","OK","1953","2012","60","0"
"station_info","tyskland","hof","OK","1947","2012","66","0"
"station_info","tyskland","hohenpeissenberg","OK","1781","2012","232","1"
"station_info","tyskland","kahler_asten","OK","1955","2012","58","0"
"station_info","tyskland","karlsruhe","OK","1876","2012","137","4"
"station_info","tyskland","kempten","OK","1952","2012","61","0"
"station_info","tyskland","koeln_bonn","OK","1957","2012","56","0"
"station_info","tyskland","konstanz","OK","1972","2012","41","1"
"station_info","tyskland","leipzig_schkeuditz","OK","1972","2012","41","1"
"station_info","tyskland","lindenberg","OK","1947","2012","66","0"
"station_info","tyskland","magdeburg","OK","1947","2012","66","0"
"station_info","tyskland","meiningen","OK","1979","2012","34","0"
"station_info","tyskland","munchen","OK","1781","2012","232","1"
"station_info","tyskland","munster_osna","OK","1989","2012","24","1"
"station_info","tyskland","neuruppin","OK","1961","2012","52","11"
"station_info","tyskland","nurburg_barweiler","OK","1995","2012","18","1"
"station_info","tyskland","nurnberg","OK","1955","2012","58","0"
"station_info","tyskland","oberstdorf","OK","1936","2012","77","0"
"station_info","tyskland","potsdam","OK","1893","2012","120","0"
"station_info","tyskland","rheinstetten","OK","1876","2012","137","0"
"station_info","tyskland","rostock_warnemunde","OK","1947","2012","66","0"
"station_info","tyskland","saarbrucken","OK","1951","2012","62","0"
"station_info","tyskland","schleswig","OK","1947","2012","66","0"
"station_info","tyskland","schwerin","OK","1890","2012","123","8"
"station_info","tyskland","straubing","OK","1951","2012","62","20"
"station_info","tyskland","stuttgart_1792","OK","1792","2005","214","28"
"station_info","tyskland","stuttgart","OK","1953","2012","60","0"
"station_info","tyskland","sylt","OK","1937","2012","73","0"
"station_info","tyskland","trier","OK","1938","2012","75","12"
"station_info","tyskland","westermarkelsdorf","OK","1948","2012","65","12"
"station_info","tyskland","wurzburg","OK","1947","2012","66","0"
"station_info","tyskland","zugspitze","OK","1951","2012","62","0"
"station_info","ukraina","ai_petri","OK","1895","2010","116","1"
"station_info","ukraina","kharkov","OK","1912","2012","101","2"
"station_info","ukraina","kiev","OK","1881","2011","131","1"
"station_info","ukraina","lvov","OK","1936","2011","76","1"
"station_info","ukraina","odessa","OK","1894","2011","118","1"
"station_info","ukraina","poltava","OK","1900","2011","112","1"
"station_info","ukraina","simferopol","OK","1960","2007","48","2"
"station_info","ukraina","uman","OK","1885","2011","127","1"
"station_info","ukraina","uzhgorod","OK","1946","2011","66","1"
"station_info","ungarn","budapest","ERROR","NA","NA","NA","NA"
"station_info","ungarn","debresen","ERROR","NA","NA","NA","NA"
"station_info","ungarn","pecs","OK","1951","2009","59","1"
"station_info","ungarn","szeged","OK","1951","2009","59","1"
"station_info","uruguay","rocha","OK","1951","2009","59","9"
"station_info","usa","abilene","OK","1886","2012","127","1"
"station_info","usa","albuquerque","OK","1893","2012","120","1"
"station_info","usa","amarillo","OK","1892","2012","121","4"
"station_info","usa","anchorage","OK","1916","2012","97","2"
"station_info","usa","annette_island","OK","1941","2012","72","1"
"station_info","usa","atlanta","OK","1881","2012","132","1"
"station_info","usa","barrow","OK","1901","2012","112","17"
"station_info","usa","barter_island","OK","1948","2012","65","16"
"station_info","usa","billings","OK","1894","2012","119","1"
"station_info","usa","bismarck","OK","1881","2012","132","1"
"station_info","usa","boise","OK","1881","2012","132","1"
"station_info","usa","boston","OK","1881","2012","132","1"
"station_info","usa","boulder","ERROR","NA","NA","NA","NA"
"station_info","usa","bozeman","OK","1895","2012","118","6"
"station_info","usa","buffalo","ERROR","NA","NA","NA","NA"
"station_info","usa","caribou","OK","1947","2012","66","2"
"station_info","usa","carlsbad","ERROR","NA","NA","NA","NA"
"station_info","usa","casper","OK","1947","2012","66","2"
"station_info","usa","charleston","OK","1949","2012","64","1"
"station_info","usa","charlotte","ERROR","NA","NA","NA","NA"
"station_info","usa","chattanooga","OK","1881","2012","132","1"
"station_info","usa","chicago2","OK","1881","1981","101","0"
"station_info","usa","chicago","OK","1873","2012","140","1"
"station_info","usa","cincinatti","OK","1881","2012","132","1"
"station_info","usa","claremore","OK","1916","2012","97","8"
"station_info","usa","coeur_dalene","ERROR","NA","NA","NA","NA"
"station_info","usa","columbia","OK","1889","2012","124","2"
"station_info","usa","columbus","OK","1881","2012","132","1"
"station_info","usa","concordia","ERROR","NA","NA","NA","NA"
"station_info","usa","concord","OK","1881","2012","132","1"
"station_info","usa","death_valley","OK","1911","2012","102","17"
"station_info","usa","denver","OK","1873","2005","133","3"
"station_info","usa","des_moines","OK","1881","2012","132","1"
"station_info","usa","detro2","OK","1881","2006","126","1"
"station_info","usa","detroit","OK","1881","2012","132","1"
"station_info","usa","dodge_city","OK","1881","2012","132","1"
"station_info","usa","duluth","OK","1904","2012","109","3"
"station_info","usa","eagles_pass2","ERROR","NA","NA","NA","NA"
"station_info","usa","eagles_pass","OK","1899","2012","114","6"
"station_info","usa","elko","ERROR","NA","NA","NA","NA"
"station_info","usa","fairbanks","OK","1929","2012","84","2"
"station_info","usa","fargo","OK","1881","2012","132","1"
"station_info","usa","flagstaff","OK","1891","2004","114","5"
"station_info","usa","fort_wayne","OK","1897","2012","116","2"
"station_info","usa","galveston","OK","1881","2012","132","1"
"station_info","usa","grand_canyon","OK","1907","2012","106","10"
"station_info","usa","grand_island","OK","1944","2012","69","2"
"station_info","usa","grand_junction","OK","1892","2012","121","1"
"station_info","usa","grand_rapids","OK","1887","2012","126","5"
"station_info","usa","green_bay","OK","1886","2012","127","2"
"station_info","usa","honolulu","OK","1898","2012","115","2"
"station_info","usa","huron","OK","1881","2012","132","2"
"station_info","usa","indianapolis","OK","1881","2012","132","1"
"station_info","usa","international_falls","OK","1947","2012","66","2"
"station_info","usa","jackson_allen","OK","1947","2012","66","2"
"station_info","usa","jacksonville","OK","1881","2012","132","1"
"station_info","usa","kansas2","ERROR","NA","NA","NA","NA"
"station_info","usa","kansas","ERROR","NA","NA","NA","NA"
"station_info","usa","king_salmon","ERROR","NA","NA","NA","NA"
"station_info","usa","knoxville","OK","1881","2012","132","1"
"station_info","usa","kotzebue","OK","1897","2012","116","31"
"station_info","usa","lander","OK","1892","2012","121","1"
"station_info","usa","las_vegas_St_Fe","OK","1875","1993","119","0"
"station_info","usa","las_vegas","OK","1937","2012","76","1"
"station_info","usa","lexington","OK","1887","2012","126","2"
"station_info","usa","lincoln","OK","1886","2004","119","3"
"station_info","usa","los_angeles","OK","1881","2012","132","7"
"station_info","usa","louisville","OK","1881","2012","132","4"
"station_info","usa","macon","OK","1881","2012","132","11"
"station_info","usa","madison","OK","1881","2012","132","1"
"station_info","usa","marquette","OK","1881","2012","132","3"
"station_info","usa","mcgrath","OK","1941","2012","72","2"
"station_info","usa","meridian_key","OK","1889","2012","124","2"
"station_info","usa","miami","OK","1895","2012","118","3"
"station_info","usa","milwaukee","OK","1881","2012","132","1"
"station_info","usa","minneapolis_old","OK","1819","2006","188","2"
"station_info","usa","minneapolis","ERROR","NA","NA","NA","NA"
"station_info","usa","mobile","OK","1881","2012","132","1"
"station_info","usa","montgomery","OK","1948","2012","65","1"
"station_info","usa","nashville","OK","1881","2012","132","1"
"station_info","usa","new_orleans_gml","OK","1874","2005","132","1"
"station_info","usa","new_orleans","ERROR","NA","NA","NA","NA"
"station_info","usa","new_york_gml","OK","1822","2007","187","2"
"station_info","usa","new_york_stamford","OK","1895","2012","118","12"
"station_info","usa","new_york","ERROR","NA","NA","NA","NA"
"station_info","usa","nome","OK","1917","2012","96","5"
"station_info","usa","nordfolk","OK","1948","2012","65","1"
"station_info","zimbabwe","bulawayo","OK","1897","1993","97","6"
"station_info","zimbabwe","harare","OK","1898","1993","96","4"
