"","Mu_c","Mu_ML","Sigma_c","Sigma_ML","H_c","H_ML","Alpha_c","Q_Stat","Mean","Sd"
"1",0.404248548272159,0.399137746240483,0.858439987031616,0.843335620928141,0.771013264863288,0.819980091257493,2.00232265721157,-3.0175907440194,0.406186518954612,0.918535676839054
"2",0.253789844162951,0.315780245927765,1.08549872949756,1.08132365720489,0.81999942070986,0.83323503608372,2.00065657289372,-0.0277855957403592,0.250218190394453,1.03805782888392
"3",0.257566018221471,0.216835695622728,0.957230551965803,0.961042265094283,0.790882136387018,0.800127561271402,1.99144109658326,0.00474403992184602,0.260633528534975,0.979593699875051
"4",-0.266909639960909,-0.251325342599153,0.949769510808711,0.93240584234699,0.758989420512619,0.802927210017604,1.99772195877758,0.611331946143964,-0.266043519415303,0.965740930783662
"5",0.196191254288827,0.245384686089241,0.983274585706722,0.976573259914693,0.793165326256133,0.817849897225779,1.99485540911356,-1.15980169816082,0.201503606785915,0.987489381428015
"6",0.0606159370334226,0.0663560406273712,0.970104572674583,0.950910026737979,0.783497215548596,0.82155845435365,1.99743094343247,-0.378963159731565,0.058321892945466,0.975356929425784
"7",0.0240828945131091,-0.020855964105393,1.00074144447845,1.01280539939712,0.79915495954583,0.79950546959023,2.00287607325542,1.45959552895263,0.0226230102175668,1.00569413269304
"8",0.0873502606668645,0.101952411082891,0.966736404631975,0.974727643419808,0.803706429802933,0.821033954176835,2.00248587569012,-1.52079106827826,0.0841987446023836,0.987370194352987
"9",0.17429984645544,0.181459414222909,1.04729370670112,1.03330747404366,0.785693306355363,0.814902450968546,2.00358748585305,2.04752390078764,0.174437962257233,1.01674729445735
"10",0.0423121170064628,0.0164606387123697,0.920043937965634,0.926771319792818,0.78468444437005,0.787813531147146,1.99855034109741,-0.142644112732195,0.0399327923711606,0.962644129289357
"11",-0.184404953359888,-0.19208904937934,0.96670873139504,0.967239665053385,0.776443968527006,0.780748791341209,1.99983713542735,1.97004947300906,-0.185812345693795,0.983709362616458
"12",0.577511355975362,0.521630405725466,1.04137594638839,1.03838401842629,0.808309764570358,0.81589637040315,2.00337621144708,-0.0178795777259386,0.579941278265079,1.01759599614761
"13",0.0780445679828775,0.0496061342735086,1.05236817460874,1.04634556829828,0.810888507360143,0.824459192203968,1.99988282935026,0.160022816707643,0.079321142561166,1.02273436403126
"14",-0.186227458402352,-0.157766152195997,0.940322336920516,0.937458813254191,0.789752368439328,0.808718617981036,1.99890199281355,-1.44832986552533,-0.187775257130267,0.968001436086418
"15",0.0122302550409471,0.00478946478617443,0.970457157617101,0.968839164074741,0.789226146924958,0.807456509579955,1.99754609718496,0.264997713835985,0.00701888056290928,0.984539919559709
"16",-0.373003249498789,-0.351183918642721,0.982859990739612,0.951934017830057,0.765754971959082,0.80803779427624,1.9978849031387,0.789968457239353,-0.374826921277943,0.975628490631713
"17",-0.0762079871840669,-0.0864178671394371,0.92735566920356,0.927188747466034,0.762333064050356,0.777586017746258,1.99945252845004,1.25539714027244,-0.0757169663579125,0.963087746361718
"18",-0.191121234519647,-0.18725654212443,0.918565018409588,0.913457290339595,0.781563700651419,0.779899500025187,2.00089604413779,-1.00522407344081,-0.190257348386391,0.955983911015469
"19",0.0494630607327208,0.00850336456913276,0.878560342658249,0.874029008521685,0.765537212323405,0.775272167112412,2.00470548814742,-1.20064851445068,0.052824495160416,0.934077564420093
"20",-3.87025357812541e-05,-0.0182094556322025,0.994226024468348,0.973391231317468,0.771384455817731,0.803577473397765,2.00115780029808,1.05197059285865,0.000282796074655019,0.986679297422551
"21",0.248875583875928,0.275093254784293,0.923771198804063,0.91808866801428,0.764520105924889,0.794402695404906,1.9960317353566,0.262594982247851,0.245942043299696,0.957965408428265
"22",-0.292159011710301,-0.299918588429605,0.886929520704015,0.881137730250999,0.785209168345012,0.795111788488971,2.00178563277481,-1.94028504688224,-0.292274165009522,0.938892993406654
"23",-0.388505327192228,-0.384071492536009,0.927400664648642,0.902229837936334,0.737421228339204,0.778601306626247,2.00006760907505,0.818141739930027,-0.385906280799106,0.950093579808621
"24",-0.163091086488336,-0.17154191296156,0.923377362072258,0.920753282315197,0.773991881391937,0.791298451729908,2.0028540885077,-0.241071350714018,-0.167423354978673,0.959790038630567
"25",-0.380399136623207,-0.38596111040666,0.868179064253773,0.859985960095861,0.76116268248475,0.792637804048433,1.99956394361356,-1.44421885485124,-0.38137792563288,0.92757487681008
"26",0.0620314874957662,0.0471920272835991,0.91643685469903,0.913716856718149,0.769952547390454,0.791067746775353,2.00090028388812,-0.414346870707269,0.0584186553093482,0.956058493745572
"27",0.206698338571352,0.200647617989615,0.932420052467084,0.915788221067752,0.753506762529575,0.787643612392342,1.99682563491261,0.732290039876525,0.209663881580317,0.957165090548071
"28",0.0020072681552775,0.0250806918189194,0.933379751090762,0.921788222787259,0.764266698897672,0.785525256938129,1.99876757745619,0.410546634112819,0.000137565765519532,0.960013998173093
"29",-0.347861520426574,-0.298179618730297,0.981171945919371,0.978489896925228,0.791770267091518,0.79953383494605,1.99792884034137,0.115716439023385,-0.348475234980179,0.988154073081393
"30",-0.18925979907765,-0.180123462596098,0.965124677325583,0.954514758318362,0.771959502128739,0.794679740841588,2.00217707744915,0.771030569082472,-0.183560313425706,0.977231004723568
