"","Mu_c","Mu_ML","Sigma_c","Sigma_ML","H_c","H_ML","Alpha_c","Q_Stat","Mean","Sd"
"1",-0.925841165267073,-0.829458905560101,0.465034907134193,0.468830975558576,0.879848573826894,0.925656914049623,2.00102937044124,-0.963180726283961,-0.925900013731959,0.678056021429837
"2",-0.0626981124619551,-0.0605730309130341,0.483694012553338,0.476245809607058,0.882103791877034,0.954379684471186,2.00077568238646,-0.728361986619403,-0.0612386673786136,0.690277921086372
"3",-0.934366373723239,-0.961059396368168,0.642740110246431,0.643882907539733,0.927711015946221,0.963659609035713,1.99891774816715,-1.57203637587515,-0.935781886889269,0.802225490696499
"4",-0.800474517501965,-0.903635334165593,0.507904771057716,0.513007482115893,0.892193802668064,0.952672226201042,2.00058696804589,-0.891544881029835,-0.801607054987935,0.709118563381615
"5",0.384342090564476,0.451907669530202,0.581343201462717,0.578055566063526,0.901289917918227,0.96700263864017,2.00026213237057,0.427448926898828,0.384581593926308,0.757502257714474
"6",0.226325323642681,0.342398154568577,0.514221859872896,0.523870674932757,0.897557311067877,0.943016314798253,1.99962425597477,-1.055255484978,0.227254166206318,0.714750285667813
"7",0.727973933573788,0.801614747191967,0.584745213188545,0.584767303312389,0.911097828070189,0.96231040119772,1.99912013980359,-0.60519803166934,0.729708585409656,0.761502955073333
"8",0.394680872331647,0.339627188270306,0.581556832952183,0.582250130278909,0.912286648970355,0.963025141173533,2.00125987288944,-0.583656641754247,0.395768938652113,0.761175359629454
"9",-1.09579696833924,-1.13821669628324,0.477973083278865,0.472204154816701,0.877574304326184,0.957638230352445,1.99965580871552,-0.165926042816069,-1.09736874237798,0.68612752821246
"10",0.233285507185082,0.100766810236954,0.586043283346946,0.601430495012099,0.904039802981727,0.948717845853013,1.99941632459574,0.187481763537759,0.235303633131985,0.763951666908382
"11",-0.00770526809788193,0.0809857664648839,0.633976085209579,0.630942102518612,0.903746843014899,0.983504649669846,2.00086249253115,0.555479650589586,-0.00791703507258615,0.789525217730325
"12",0.929185984637745,1.11083407471551,0.625179222359749,0.657581578656424,0.913559805179155,0.93604567951055,1.99950161636755,-0.288999281943914,0.929763616029267,0.790637477898882
"13",-1.60030244148362,-1.57627062403853,0.484527768383861,0.4779198645229,0.870710067086736,0.937246260154719,2.00025970533678,0.717032833705486,-1.60148283495521,0.691030368673336
"14",0.393858865991575,0.506517062627162,0.491060344258605,0.495737635842534,0.880254990136487,0.937400337932674,1.99853527622063,0.0803129009338932,0.393244500148036,0.695088869642075
"15",-0.610697425732706,-0.55979889998476,0.607360112195887,0.608970831190859,0.914630509534492,0.94513105118042,2.00077575489959,0.315997824649397,-0.610721087180899,0.778897363324152
"16",-0.113019306772787,-0.154344365421178,0.476753070147039,0.471355757466087,0.88191024462636,0.956259085946658,2.00076724737085,-1.61702749838899,-0.114408825644738,0.685562475696339
"17",0.271033001446946,0.186693138062061,0.461221115245243,0.457890206257139,0.866374290722282,0.936054172764713,2.00022002983514,-0.254186156302102,0.271705240110587,0.671482384771901
"18",1.18001639061138,1.2708883371174,0.492355073060166,0.496460726068529,0.888254110612107,0.936546331034788,2.00055144104961,-1.51715454784631,1.17903947769248,0.698762225234433
"19",-0.481407374192908,-0.503968558204446,0.48428186210588,0.480634909526111,0.883376554772333,0.932242075312818,2.00083743378115,0.405654147843786,-0.480307434812401,0.693047774958642
