1755	-5.12	-2.42	4.04	13.84	11.14	19.34	18.64	16.04	13.44	8.74	5.34	0.94	8.66	
1756	2.64	2.04	4.54	7.54	11.74	18.94	18.64	17.24	15.24	8.94	2.14	-2.22	8.95	
1757	-2.22	0.18	3.44	10.14	13.84	17.94	20.44	17.44	11.94	4.84	5.14	0.18	8.61	
1758	-4.62	0.18	5.34	8.34	14.84	17.94	15.24	17.44	12.64	7.54	3.24	1.24	8.28	
1759	0.94	2.14	4.64	10.44	14.04	16.74	21.24	18.04	15.24	11.24	1.14	-0.72	9.59	
1760	-0.22	1.64	3.34	11.64	14.74	18.04	19.44	17.64	15.34	10.04	5.14	4.44	10.1	
1761	-2.62	3.54	6.64	9.34	15.44	17.74	19.14	19.24	15.94	8.34	4.14	-2.52	9.53	
1762	1.84	0.94	1.84	12.34	15.94	17.34	20.74	17.94	14.34	8.24	3.34	-3.62	9.27	
1763	-5.42	4.44	3.04	9.14	12.44	17.44	18.84	20.34	13.74	7.94	3.74	2.74	9.04	
1764	4.24	4.04	2.34	8.04	15.74	18.04	20.24	16.74	13.24	7.74	4.54	2.14	9.76	
1765	2.04	-1.32	6.64	9.34	13.74	18.74	17.94	18.24	14.64	10.54	3.54	-1.32	9.4	
1766	-7.22	-1.62	4.04	11.14	15.04	17.44	17.84	18.84	15.54	10.14	3.24	-1.32	8.59	
1767	-5.32	5.54	4.04	7.84	12.64	16.54	18.94	18.84	15.04	9.54	6.74	-1.72	9.06	
1768	-2.72	1.84	2.24	9.84	15.04	16.74	18.84	18.44	14.24	10.44	5.54	0.84	9.28	
1769	0.94	2.34	3.54	9.84	14.74	15.94	19.04	18.24	15.14	5.44	6.64	1.74	9.47	
1770	-1.12	-0.12	2.24	6.44	14.24	16.44	17.14	19.04	16.94	9.64	6.24	2.94	9.17	
1771	0.28	0.48	3.64	6.84	16.94	15.84	19.74	17.94	15.34	9.94	1.74	2.54	9.27	
1772	-0.52	4.14	6.84	8.94	12.74	19.44	19.14	18.74	16.94	12.04	6.44	1.94	10.57	
1773	2.34	-1.72	4.34	8.94	13.74	16.94	17.24	18.24	15.74	10.74	5.34	3.94	9.65	
1774	1.04	2.44	7.84	11.54	14.34	17.84	18.44	20.24	14.74	8.64	2.14	-1.32	9.83	
1775	1.24	4.74	5.84	8.74	12.84	18.84	19.34	18.94	16.64	10.24	4.14	-0.32	10.1	
1776	-4.62	3.84	6.64	9.74	11.64	17.34	19.24	18.94	13.44	9.74	4.14	0.48	9.21	
1777	-1.02	-0.32	7.14	7.84	12.94	16.34	17.74	19.64	15.04	11.04	5.24	-1.02	9.22	
1778	0.08	0.38	4.74	11.04	14.94	16.64	20.64	19.24	13.14	9.34	5.54	4.04	9.98	
1779	-6.42	2.04	5.04	12.44	15.14	15.54	18.24	18.84	16.24	12.04	5.94	5.74	10.07	
1780	-2.62	-2.02	8.04	8.04	15.24	18.04	19.44	20.14	15.64	10.94	4.14	-0.52	9.54	
1781	0.84	3.44	6.34	11.94	15.74	17.74	19.14	20.24	16.14	8.54	4.94	3.14	10.68	
1782	2.84	-4.02	4.14	8.34	12.94	18.44	20.34	18.14	14.64	7.24	1.14	-0.82	8.61	
1783	4.44	3.64	4.14	10.24	15.04	17.64	20.94	18.54	15.24	10.74	4.64	-0.02	10.44	
1784	-3.32	-1.82	4.14	7.04	16.54	18.14	19.24	17.24	16.84	6.04	4.64	-1.02	8.64	
1785	0.74	-1.42	-2.22	6.64	14.74	16.64	17.94	17.24	16.94	9.14	5.04	1.34	8.56	
1786	0.84	2.24	2.54	11.14	13.64	18.64	17.24	17.24	13.74	7.04	2.84	1.54	9.06	
1787	-2.32	2.24	7.04	8.94	11.94	17.94	18.14	19.04	14.84	11.74	5.24	4.54	9.94	
1788	1.74	4.44	6.24	10.44	15.44	17.84	20.14	17.84	16.64	8.94	0.94	-9.02	9.3	
1789	-1.22	3.84	1.74	10.54	16.04	14.94	17.84	18.34	14.24	9.14	3.64	2.14	9.27	
1790	1.34	3.34	5.44	8.64	14.94	17.64	17.44	19.04	13.94	11.34	4.84	2.74	10.06	
1791	3.74	1.34	5.04	12.34	13.64	17.14	18.84	19.84	14.34	9.74	2.04	2.74	10.07	
1792	1.54	1.74	6.54	11.44	13.24	17.14	18.64	19.14	13.34	10.94	4.14	2.24	10.01	
1793	-1.12	3.64	5.64	8.64	12.84	15.94	20.64	19.74	13.94	10.74	5.04	3.14	9.9	
1794	1.04	5.44	8.04	12.64	13.44	17.74	21.44	17.84	13.24	9.44	5.64	-1.82	10.34	
1795	-6.82	2.44	4.54	11.54	14.34	17.34	16.64	18.64	16.14	12.34	3.04	3.84	9.5	
1796	4.04	2.74	1.94	9.44	13.44	16.34	17.84	18.44	16.64	9.54	4.54	-1.42	9.46	
1797	1.34	1.04	3.64	11.24	15.34	14.54	20.14	19.44	14.64	9.54	5.44	4.34	10.06	
1798	1.14	1.54	4.44	11.04	15.24	18.34	18.64	18.84	15.54	10.04	4.84	-1.02	9.89	
1799	-4.02	3.34	4.14	7.44	12.04	15.94	17.94	18.34	14.44	9.34	3.74	-4.22	8.21	
1800	2.24	-0.12	2.24	13.24	15.94	14.84	18.94	19.54	15.54	8.14	5.94	1.04	9.79	
1801	2.84	2.24	6.54	10.04	14.84	15.64	18.34	17.94	15.44	10.24	5.74	3.14	10.25	
1802	-5.22	2.04	4.94	10.34	14.04	18.34	17.54	21.24	15.64	11.54	5.24	2.14	9.82	
1803	-2.42	-2.42	3.84	11.24	11.54	17.04	19.94	19.84	12.24	8.34	5.54	3.34	9.01	
1804	5.04	-0.52	3.44	9.24	15.64	18.44	18.24	17.54	15.24	10.14	5.44	-1.22	9.72	
1805	-1.92	1.54	3.84	7.84	12.04	15.34	17.14	16.64	14.64	6.44	0.84	-0.22	7.85	
1806	4.24	4.74	5.34	6.84	15.94	17.34	18.24	17.64	14.44	9.44	6.74	6.34	10.61	
1807	-1.82	3.34	1.04	8.04	15.84	16.44	21.74	22.14	12.94	11.34	5.64	-0.82	9.66	
1808	0.08	-0.62	0.64	7.14	16.74	15.44	20.24	19.24	14.04	6.94	4.74	-3.82	8.4	
1809	1.74	5.44	5.24	4.84	14.24	15.84	17.84	17.94	13.44	7.34	2.14	2.34	9.03	
1810	-5.62	-2.12	7.44	8.74	13.44	15.94	17.74	17.24	16.54	10.04	5.84	2.84	9.01	
1811	-3.72	4.14	7.24	5.64	16.44	18.74	19.94	17.94	15.04	12.74	5.64	0.94	10.06	
1812	-3.82	3.64	4.24	12.24	14.74	16.24	17.04	17.14	13.74	10.04	1.94	-4.12	8.59	
1813	-3.32	3.64	3.94	10.14	14.24	15.34	16.34	16.24	12.64	9.34	3.84	-0.32	8.51	
1814	-1.92	-3.32	2.54	11.14	11.94	15.44	18.94	16.84	12.54	7.94	5.84	4.14	8.51	
1815	-3.72	5.04	7.64	10.14	15.14	15.94	17.24	16.64	14.44	10.14	1.74	-0.42	9.16	
1816	0.28	-0.82	3.84	8.74	12.04	14.04	15.54	15.44	13.44	9.14	2.04	0.48	7.85	
1817	3.14	4.64	4.14	5.44	12.14	17.84	17.24	16.64	16.34	5.84	5.44	0.18	9.09	
1818	1.54	2.74	4.74	10.54	12.74	17.34	19.54	17.44	13.74	8.54	6.34	-1.02	9.52	
1819	1.74	3.14	5.54	11.34	14.64	16.74	19.34	18.34	14.94	9.24	3.74	1.54	10.02	
1820	-2.52	1.94	2.64	12.04	14.44	15.84	18.04	19.74	12.44	8.44	1.44	0.84	8.78	
1821	1.64	-0.92	5.54	10.84	12.34	14.54	16.64	18.24	14.74	9.04	7.24	5.34	9.6	
1822	1.44	4.34	8.54	9.94	16.14	21.34	19.24	18.04	14.74	11.24	7.24	-3.02	10.77	
1823	-3.42	4.04	4.44	8.34	14.84	15.04	17.24	18.44	14.84	8.44	2.84	3.34	9.04	
1824	-0.32	3.14	3.34	7.44	12.94	15.74	19.84	18.04	15.44	9.84	7.14	5.14	9.81	
1825	1.14	1.14	3.14	11.64	13.74	16.84	18.54	18.24	15.54	9.14	6.14	4.54	9.98	
1826	-6.42	3.34	5.94	9.74	12.24	17.64	20.14	21.04	16.24	10.94	3.14	1.54	9.63	
1827	-1.52	-3.82	6.54	10.94	15.44	17.24	21.24	17.94	14.84	10.74	2.44	4.84	9.74	
1828	3.14	2.94	5.64	10.04	14.54	18.14	19.54	16.94	14.74	9.44	4.44	2.94	10.21	
1829	-3.22	-1.22	5.04	9.74	14.14	15.94	18.84	16.84	13.14	8.24	2.14	-4.62	7.92	
1830	-8.22	-1.72	7.14	11.84	14.14	16.34	19.54	17.74	12.74	8.64	5.84	0.74	8.73	
1831	-1.72	2.84	7.24	10.64	13.44	16.34	18.54	17.84	13.44	13.14	5.34	2.54	9.97	
1832	-0.42	1.34	3.94	9.54	12.84	16.04	19.34	20.44	13.84	8.74	4.34	1.64	9.3	
1833	-3.62	5.64	3.34	7.64	17.54	18.34	16.94	15.84	13.24	9.64	4.84	6.64	9.67	
1834	6.04	2.34	5.14	7.74	16.34	18.04	21.24	19.24	17.14	9.94	5.34	0.64	10.77	
1835	1.34	3.54	5.04	8.34	13.64	17.24	20.74	18.24	14.64	8.14	0.94	-2.82	9.09	
1836	-0.29	0.81	8.21	8.21	11.51	17.51	18.61	17.91	13.01	9.81	4.91	2.01	9.35	
1837	-1.19	1.91	0.81	5.51	10.61	18.71	17.91	19.72	12.61	8.91	3.91	1.91	8.44	
1838	99	99	99	99	99	99	99	99	99	99	99	99	99	
1839	99	99	99	99	99	99	99	99	99	99	99	99	99	
1840	99	99	99	99	99	99	16.11	18.11	13.71	6.41	6.21	-5.19	99	
1841	99	99	99	99	99	99	16.61	16.81	16.01	10.51	5.31	4.11	99	
1842	-3.09	-0.99	6.01	8.51	14.61	19.21	17.91	19.71	13.41	5.71	2.71	1.11	8.74	
1843	1.81	3.51	4.81	9.91	12.41	14.71	16.71	17.91	15.31	9.61	5.51	1.31	9.46	
1844	-0.89	0.51	4.81	11.21	12.51	18.62	17.92	15.21	15.01	9.71	5.91	-1.79	9.06	
1845	0.21	-4.29	-0.49	9.71	10.71	17.52	18.52	14.82	14.11	9.01	5.91	3.62	8.28	
1846	0.71	4.81	6.51	9.22	13.82	19.82	20.11	19.41	15.21	9.81	4.01	-3.09	10.03	
1847	0.21	-0.19	3.51	6.31	16.11	14.42	19.42	17.92	11.92	8.81	4.21	-1.19	8.46	
1848	-5.79	3.01	5.41	10.41	14.42	17.02	18.22	17.82	13.52	9.31	3.11	1.21	8.97	
1849	2.04	3.64	3.34	7.34	14.14	18.04	18.94	16.74	14.84	10.74	1.94	-0.12	9.3	
1850	-3.42	4.94	2.44	9.54	11.84	17.24	18.44	17.04	12.34	6.84	6.64	1.44	8.78	
1851	1.54	1.04	4.84	9.84	10.34	17.84	17.84	18.14	11.44	9.84	0.48	-1.82	8.45	
1852	2.64	2.84	2.84	7.84	13.94	16.24	20.34	17.34	14.14	8.94	8.54	4.64	10.02	
1853	3.74	-0.72	0.48	7.34	12.44	16.44	19.24	18.94	14.34	10.14	3.94	-4.42	8.49	
1854	0.28	-1.02	4.74	10.14	13.84	16.04	18.64	17.04	14.54	9.94	2.54	3.04	9.15	
1855	-3.52	-0.42	4.44	8.44	11.94	16.34	17.44	19.24	14.14	11.44	2.94	-2.12	8.36	
1856	2.04	2.84	3.94	10.24	11.74	17.94	17.94	20.54	13.54	9.94	1.44	1.44	9.47	
1857	-0.22	0.64	4.64	8.74	14.74	17.04	20.74	19.14	15.94	10.64	4.24	0.74	9.75	
1858	-3.52	-1.02	4.04	11.14	11.54	20.64	17.54	17.54	16.44	9.94	0.94	1.94	8.93	
1859	-0.02	3.24	7.54	9.84	13.34	17.44	22.14	20.84	14.64	11.34	3.54	-1.52	10.2	
1860	3.34	-1.32	3.24	7.44	14.54	16.54	16.64	16.94	13.54	9.14	2.64	1.34	8.67	
1861	-4.32	4.14	6.14	8.44	13.04	18.84	18.44	20.54	14.74	11.54	5.34	-0.02	9.74	
1862	0.64	3.04	8.04	11.84	16.04	16.94	19.74	17.64	15.34	11.34	4.34	2.14	10.59	
1863	2.84	2.04	5.44	10.84	14.64	17.74	18.94	20.24	13.94	11.14	5.34	2.74	10.49	
